Participant_ID,Session,Used_For_Classification,Maze_ID,time_taken,distance_traveled,endpoint_X,endpoint_Y,target_X,target_Y,distance_to_target,n_fixations,mean_fixation_time,fixation_std,fixation_locaion,n_fixations_2d,mean_fixation_time_2d,fixation_std_2d,fixation_locaion_2d,calibration_quality
PID10,1,True,3,4.6124989,0.324533188942542,-4.30138076600563,-11.0115260794761,-7.0,-10.0,2.88196647786623,4,0.563740875,1.36705985246088,338.700095388051,4,0.79854975,0.0060040514896276,0.0205402457341644,
PID10,1,True,3,7.5808984,0.337131813638532,-4.16048143893034,-9.24443817241747,-7.0,-10.0,2.93832253742828,9,0.429149744444445,1.16649147629215,55.8628446852021,11,0.315941836363636,0.0077997605956734,0.018759143852571,
PID10,1,True,3,7.5546047,0.294043681591792,-4.23618213080336,-11.0829938424931,-7.0,-10.0,2.96842801444951,7,0.757800714285714,1.28568166273902,234.104876245214,11,0.454198054545455,0.0036315387926754,0.0213851125606292,
PID10,1,True,3,3.5471017,0.16334226235689,-4.25574648987827,-8.87616138988382,-7.0,-10.0,2.96545789877437,4,0.568459275,0.93363380090789,23.6895260216567,5,0.42412674,0.0063039305281616,0.0186093624486843,
PID10,1,True,3,6.1575602,0.235800405371398,-4.13672247423876,-9.38367951613309,-7.0,-10.0,2.92885799047399,6,0.6367904,1.35900460891752,67.9964996946905,7,0.584967042857143,0.0078327252742823,0.0155723450769573,
PID11,1,True,1,11.7270793,0.264501705545901,6.90162187416544,-10.9909632714765,8.5,-8.5,2.95968083633887,9,0.890835977777778,1.15881867745629,105.361347770726,14,0.570929928571428,0.0060318442409681,0.0152308805288208,0.997110528791852
PID11,1,True,1,7.0042958,0.164476485999466,7.47408838949637,-5.6921574170366,8.5,-8.5,2.98939368489143,9,0.540626511111111,0.941850575400239,125.865162156571,8,0.39779125,0.0076464059377982,0.0167005563117906,
PID11,1,True,1,6.2174803,0.17523916951761,6.4901435762509,-10.6972963893267,8.5,-8.5,2.97785732811926,3,1.61550686666667,1.07082646996172,121.865065221427,4,1.167926025,0.0036775990109475,0.0144853317259845,
PID11,1,True,1,7.0752385,0.187282954713332,11.3181541884133,-7.53355972866667,8.5,-8.5,2.97926162458528,7,0.674725128571429,0.836933219885831,140.247141015907,11,0.441729372727273,0.0065160201432798,0.0136702549287331,
PID11,1,True,1,5.4293499,0.168833933382266,5.7900907679888,-7.31468680667068,8.5,-8.5,2.95779908242938,4,1.028217,1.00304106231501,129.415262237953,4,0.97952265,0.0058227227549675,0.0127524618037901,
